Name,Image Path,Type 1,Type 2,Description
Raging Bolt,pokemon_images/Raging Bolt.jpg,Electric,Dragon,"Legendary Pokémon with a tall, dinosaur-like body, featuring a cloud-like mane and vibrant, patterned scales. Its design includes orange, yellow, and black coloration, with sharp blue fins and a striking, fierce expression. The character stands confidently, showcasing its unique and powerful appearance."
Raichu,pokemon_images/Raichu.jpg,Electric,,"A vibrant, cartoonish electric-type creature with round features, large ears with yellow tips, and a long lightning bolt-shaped tail. It has a cheerful expression, a tan and cream-colored body, and is engaged in a playful pose."
Raikou,pokemon_images/Raikou.jpg,Electric,,"""Electric-type creature with a tiger-like appearance, featuring yellow fur, black stripes, a purple cloud on its back, and a star-shaped blue tail."""
Ralts,pokemon_images/Ralts.jpg,Psychic,Fairy,"A small, humanoid Pokémon with a predominantly white body, a green and red headpiece resembling a flower, and large, expressive eyes, standing gracefully in a thoughtful pose."
Rampardos,pokemon_images/Rampardos.jpg,Rock,,"""Fierce dinosaur-like creature, dark gray body with blue accents, sharp spikes on back and head, dynamic pose, cartoon-style illustration, vibrant colors, whimsical and playful atmosphere."""
Rapidash,pokemon_images/Rapidash.jpg,Fire,,"A majestic white horse with a flowing mane made of vibrant orange flames, standing confidently with a poised stance, surrounded by dynamic fiery patterns."
Raticate,pokemon_images/Raticate.jpg,Normal,,"Angry brown rodent-like creature with large front teeth, prominent ears, and a bushy tail, resembling a cartoon character."
Rattata,pokemon_images/Rattata.jpg,Normal,,"""Purple rodent with large front teeth, expressive eyes, and a playful pose, resembling a cartoon character from a fantasy world."""
Rayquaza,pokemon_images/Rayquaza.jpg,Dragon,Flying,"""Fantasy dragon-like creature, green scales, elongated body, stylized with mechanical elements, dynamic pose, fierce expression, large wings, and serpent-like tail."""
Regice,pokemon_images/Regice.jpg,Ice,,"A large, humanoid figure made of transparent blue crystals, resembling an ice golem. Its body is angular and geometric, with multiple crystal-like protrusions and a sleek, polished surface. The figure has three small round lights on its chest, emphasizing its mystical appearance."
Regidrago,pokemon_images/Regidrago.jpg,Dragon,,"A cute, stylized creature with a round pink body, sharp black claws, and a spiky head. The creature features blue spots on its body and has a cartoonish design reminiscent of fantasy video game characters. It stands on short legs, exuding a playful yet fierce demeanor."
Regieleki,pokemon_images/Regieleki.jpg,Electric,,"A vibrant, electric-themed creature with a bulbous body in shades of yellow and blue. Its wide, leaf-like appendages crackle with energy, adorned with pink spots and a star-shaped base. The character exudes a playful yet powerful aura, embodying the essence of electricity and motion."
Regigigas,pokemon_images/Regigigas.jpg,Normal,,"""Regigigas, a large, robotic Pokémon with a white body adorned with black stripes, golden limbs, and colorful gems on its chest. It features green moss-like growths on its legs and a distinctive head with a long, curved yellow appendage."""
Regirock,pokemon_images/Regirock.jpg,Rock,,"""Cartoon-style illustration of a large, rock-like creature with polygonal shapes, featuring gray and brown tones, large arms, and a round body. The creature has orange dots on its chest and a solid stance, resembling a fantasy character."""
Registeel,pokemon_images/Registeel.jpg,Steel,,"""Robotic creature with a metallic silver body and black accents, featuring multiple red dots on its chest and black-clawed arms, standing in a dynamic pose."""
Relicanth,pokemon_images/Relicanth.jpg,Water,Rock,"""Cartoon-style fish with a unique camouflage pattern, featuring a rounded body, small fins, and a single red dot on its side, swimming gracefully."""
Rellor,pokemon_images/Rellor.jpg,Bug,,"A whimsical, cartoon-style creature peeking from behind a large, textured ball adorned with colorful patterns. The creature has a round body, multiple legs, and a playful expression, creating a lighthearted atmosphere."
Remoraid,pokemon_images/Remoraid.jpg,Water,,"A cute, cartoonish fish Pokémon with a rounded body, light green color, large expressive eyes, and distinctive fins. The fish features horizontal stripes along its body and has a small horn on its head, swimming gracefully in a playful manner."
Reshiram,pokemon_images/Reshiram.jpg,Dragon,Fire,"""Legendary white dragon Pokémon with majestic wings and blue eyes, emanating a sense of power and elegance, standing in a dynamic pose."""
Reuniclus,pokemon_images/Reuniclus.jpg,Psychic,,"A cute, green, round Pokémon character with large ears and a happy expression, extending its arms wide. It has small multicolored orbs in its hands and a simplistic, cartoonish design."
Revavroom,pokemon_images/Revavroom.jpg,Steel,Poison,"A stylized illustration of a fictional creature resembling a hybrid of a fish and a rock, featuring a black and white striped hat, yellow eye, and multiple spikes. The body is primarily gray with purple accents, blending elements of aquatic and rocky characteristics."
Rhydon,pokemon_images/Rhydon.jpg,Ground,Rock,"A powerful, blue-grey dinosaur-like creature with a prominent horn on its head, fierce expression, spiky back, and an expansive stance, showcasing muscular build and a large tail. It has a cream-colored belly and sharp claws on its feet, exuding a sense of strength and confidence."
Rhyhorn,pokemon_images/Rhyhorn.jpg,Ground,Rock,"A cartoon-style, gray rock-type Pokémon resembling a small dinosaur, with a sturdy, armored body, prominent spines on its back, and fierce red eyes."
Rhyperior,pokemon_images/Rhyperior.jpg,Ground,Rock,"Rock-type creature, large and sturdy, with a spiked head and orange and gray shell patterns, fierce expression, sitting pose, cartoon style."
Ribombee,pokemon_images/Ribombee.jpg,Bug,Fairy,"Cute cartoon bee character with large expressive eyes, fluffy yellow and brown body, delicate wings with light-colored patterns, and a cheerful demeanor, hovering mid-air."
Rillaboom,pokemon_images/Rillaboom.jpg,Grass,,"A powerful, anthropomorphic Pokémon with a muscular build, featuring a dark brown body adorned with green leaf-like patterns. It has a distinctive green leafy mane and prominent arms, showcasing a confident and fierce expression. The character embodies traits of strength and nature, standing in a dynamic pose."
Riolu,pokemon_images/Riolu.jpg,Fighting,,"A blue, canine-like creature with black ears and orange eyes, striking a dynamic pose, exuding energy and playfulness, with a distinctive mask pattern on its face, resembling a character from a popular anime-style franchise."
Roaring Moon,pokemon_images/Roaring Moon.jpg,Dragon,Dark,"""Dynamic creature with a blue body, red wings, and a bold black cape, soaring majestically amidst a circular formation, combining elements of dragon and bird features, vibrant colors and fierce expression."""
Rockruff,pokemon_images/Rockruff.jpg,Rock,,"""cartoon-style character of a small dog-like creature with a fluffy white tail, blue eyes, and a rocky collar, standing on three legs with an inquisitive expression"""
Roggenrola,pokemon_images/Roggenrola.jpg,Rock,,"A small, round, rock-like creature with a blue body and a shiny golden crystal in the center, featuring two brown stone-like legs and a protruding top resembling an ear or horn. The creature has a simple, geometric design, embodying a playful and whimsical style typical of animated characters in a fantasy setting."
Rolycoly,pokemon_images/Rolycoly.jpg,Rock,,"""Cartoonish rock creature with a large, angular body made of gray and black stones, featuring a prominent single red eye and several hexagonal shapes on its surface, exuding a playful and whimsical appearance."""
Rookidee,pokemon_images/Rookidee.jpg,Flying,,"A small, cartoonish bird with a round body, bright blue feathers, a black crown, and vibrant yellow underbelly, featuring a distinctive red eye and a playful stance. The bird has a short tail and slender legs, conveying a lively and cheerful expression."
Roselia,pokemon_images/Roselia.jpg,Grass,Poison,"A cute green fairy-like creature with a serene expression, holding a pink rose in one hand and a blue rose in the other, surrounded by a whimsical floral environment."
Roserade,pokemon_images/Roserade.jpg,Grass,Poison,"A playful, cartoonish green character with a floral theme, featuring a white spiky hairstyle, large expressive eyes, and holding two colorful spheres, one red and one blue, set against a clean, white background."
Rotom,pokemon_images/Rotom.jpg,Electric,Ghost,"""An animated character resembling a small, orange, round creature with large blue eyes, surrounded by light blue lightning bolt shapes, conveying an energetic and cheerful demeanor."""
Rowlet,pokemon_images/Rowlet.jpg,Grass,Flying,"A cute, cartoonish owl character with a round body, large eyes, and a green bow tie, sitting in an upright position. The owl has soft, beige and white feathers and a cheerful expression. The background is plain to emphasize the character."
Rufflet,pokemon_images/Rufflet.jpg,Normal,Flying,"A cute avian creature with a round body, fluffy white feathers around the neck, and a distinct blue and white color pattern. It has large expressive eyes, a small beak, and a striking red crest on its head, resembling a young bird ready to take flight. The creature stands confidently on two sturdy feet with sharp claws."
Runerigus,pokemon_images/Runerigus.jpg,Ground,Ghost,"A stylized, mythical creature resembling a stone figure with tribal markings, featuring an ominous purple eye, jagged shapes, and elongated arms. It appears to be in motion, with a dynamic posture and expressive features, blending elements of ancient mythology with a modern, animated aesthetic."
